branch_name,city,owner,Chocolate,Vanilla,Strawberry,Lemon,Halvah
Ramat-Gan123,Ramat-Gan,,98.90943384546146,97.08414986898414,99.4013909785077,97.74987242160509,99.72389122175484
Ariel123,Ariel,,98.50643227910956,98.00241124621866,97.84194342530805,99.07921623740008,97.67421380726036
Naharia123,Naharia,,99.18134741744053,99.33037884281318,98.5620388147271,97.57696546621187,97.6125245832447
Jerusalem123,Jerusalem,,96.99414986511897,97.23112196892208,96.7993781664565,96.15386786514301,99.80159940347073
Tel-Aviv123,Tel-Aviv,,97.69341011107667,98.47431949573695,96.06157112651488,98.11212585120114,98.78879653961701
Rishon-Letion123,Rishon-Letion,,98.88013962270935,96.25016742839478,99.25597895456065,96.17094109241287,97.99920030579796
Haifa123,Haifa,,97.1173528467557,96.1358253798586,97.94512443902846,99.65270105659783,98.51953852623893
Holon123,Holon,,97.77839684173352,98.57782043364011,99.41461315021456,99.3051538522455,96.38657940427038
Ramat-Gan123,Ramat-Gan,,98.54591179394862,96.11219982531219,99.20185463801027,96.99982989547345,99.63185496233979
Ariel123,Ariel,,98.00857637214608,97.33654832829154,97.12259123374406,98.77228831653343,96.89895174301381
Naharia123,Naharia,,98.90846322325405,99.10717179041757,98.08271841963614,96.7692872882825,96.81669944432628
Jerusalem123,Jerusalem,,96.24268733139871,96.5389024611526,95.99922270807063,95.19233483142877,99.75199925433841
Tel-Aviv123,Tel-Aviv,,97.11676263884584,98.09289936967119,95.0769639081436,97.64015731400143,98.48599567452126
Rishon-Letion123,Rishon-Letion,,98.60017452838669,95.31270928549347,99.06997369320081,95.2136763655161,97.49900038224744
Haifa123,Haifa,,96.39669105844462,95.16978172482325,97.43140554878558,99.5658763207473,98.14942315779867
Holon123,Holon,,97.2229960521669,98.22227554205014,99.2682664377682,99.13144231530687,95.48322425533797
Ramat-Gan123,Ramat-Gan,,98.18238974243577,95.14024978164024,99.00231829751284,96.24978736934182,99.53981870292473
Ariel123,Ariel,,97.5107204651826,96.67068541036443,96.40323904218008,98.46536039566679,96.12368967876726
Naharia123,Naharia,,98.63557902906756,98.88396473802196,97.60339802454517,95.96160911035312,96.02087430540784
Jerusalem123,Jerusalem,,95.49122479767846,95.84668295338312,95.19906724968476,94.23080179771452,99.7023991052061
Tel-Aviv123,Tel-Aviv,,96.54011516661501,97.71147924360542,94.09235668977232,97.16818877680171,98.18319480942552
Rishon-Letion123,Rishon-Letion,,98.32020943406403,94.37525114259216,98.88396843184097,94.25641163861931,96.99880045869693
Haifa123,Haifa,,95.67602927013354,94.2037380697879,96.91768665854269,99.47905158489675,97.7793077893584
Holon123,Holon,,96.66759526260029,97.86673065046017,99.12191972532185,98.95773077836824,94.57986910640557
Ramat-Gan123,Ramat-Gan,,97.81886769092293,94.16829973796828,98.80278195701541,95.49974484321018,99.44778244350968
Ariel123,Ariel,,97.01286455821912,96.00482249243731,95.68388685061609,98.15843247480015,95.34842761452072
Naharia123,Naharia,,98.36269483488107,98.66075768562635,97.1240776294542,95.15393093242375,95.22504916648941
Jerusalem123,Jerusalem,,94.7397622639582,95.15446344561364,94.39891179129889,93.26926876400027,99.65279895607378
Tel-Aviv123,Tel-Aviv,,95.96346769438418,97.33005911753966,93.10774947140104,96.696220239602,97.88039394432977
Rishon-Letion123,Rishon-Letion,,98.04024433974136,93.43779299969086,98.69796317048113,93.29914691172253,96.49860053514642
Haifa123,Haifa,,94.95536748182246,93.23769441475255,96.40396776829981,99.39222684904621,97.40919242091813
Holon123,Holon,,96.11219447303367,97.5111857588702,98.97557301287549,98.78401924142962,93.67651395747316
Ramat-Gan123,Ramat-Gan,,97.45534563941008,93.19634969429633,98.60324561651798,94.74970231707854,99.35574618409463
Ariel123,Ariel,,96.51500865125564,95.3389595745102,94.9645346590521,97.85150455393351,94.57316555027417
Naharia123,Naharia,,98.08981064069458,98.43755063323074,96.64475723436324,94.34625275449437,94.42922402757098
Jerusalem123,Jerusalem,,93.98829973023794,94.46224393784416,93.59875633291301,92.30773573028603,99.60319880694146
Tel-Aviv123,Tel-Aviv,,95.38682022215335,96.9486389914739,92.12314225302976,96.22425170240228,97.57759307923402
Rishon-Letion123,Rishon-Letion,,97.7602792454187,92.50033485678955,98.51195790912129,92.34188218482575,95.99840061159591
Haifa123,Haifa,,94.23470569351139,92.2716507597172,95.89024887805692,99.30540211319567,97.03907705247786
Holon123,Holon,,95.55679368346705,97.15564086728023,98.82922630042913,98.61030770449099,92.77315880854076
Ramat-Gan123,Ramat-Gan,,97.09182358789724,92.22439965062438,98.40370927602055,93.99965979094691,99.26370992467957
Ariel123,Ariel,,96.01715274429216,94.67309665658308,94.24518246748812,97.54457663306687,93.79790348602762
Naharia123,Naharia,,97.81692644650809,98.21434358083513,96.16543683927227,93.538574576565,93.63339888865255
Jerusalem123,Jerusalem,,93.23683719651768,93.77002443007468,92.79860087452714,91.34620269657178,99.55359865780915
Tel-Aviv123,Tel-Aviv,,94.81017274992251,96.56721886540814,91.13853503465847,95.75228316520257,97.27479221413827
Rishon-Letion123,Rishon-Letion,,97.48031415109604,91.56287671388824,98.32595264776145,91.38461745792897,95.4982006880454
Haifa123,Haifa,,93.51404390520031,91.30560710468185,95.37652998781404,99.21857737734513,96.6689616840376
Holon123,Holon,,95.00139289390043,96.80009597569025,98.68287958798277,98.43659616755237,91.86980365960835
Ramat-Gan123,Ramat-Gan,,96.7283015363844,91.25244960695242,98.20417293552312,93.24961726481527,99.17167366526452
Ariel123,Ariel,,95.51929683732868,94.00723373865597,93.52583027592414,97.23764871220023,93.02264142178107
Naharia123,Naharia,,97.5440422523216,97.99113652843953,95.68611644418131,92.73089639863562,92.83757374973412
Jerusalem123,Jerusalem,,92.48537466279743,93.0778049223052,91.99844541614127,90.38466966285753,99.50399850867683
Tel-Aviv123,Tel-Aviv,,94.23352527769168,96.18579873934237,90.1539278162872,95.28031462800286,96.97199134904253
Rishon-Letion123,Rishon-Letion,,97.20034905677338,90.62541857098694,98.13994738640162,90.42735273103219,94.99800076449489
Haifa123,Haifa,,92.79338211688923,90.3395634496465,94.86281109757115,99.13175264149459,96.29884631559733
Holon123,Holon,,94.44599210433381,96.44455108410028,98.53653287553641,98.26288463061374,90.96644851067595
Ramat-Gan123,Ramat-Gan,,96.36477948487155,90.28049956328047,98.00463659502569,92.49957473868363,99.07963740584947
Ariel123,Ariel,,95.0214409303652,93.34137082072886,92.80647808436015,96.93072079133358,92.24737935753453
Naharia123,Naharia,,97.27115805813511,97.76792947604392,95.20679604909034,91.92321822070625,92.04174861081569
Jerusalem123,Jerusalem,,91.73391212907717,92.38558541453573,91.19828995775539,89.42313662914329,99.45439835954451
Tel-Aviv123,Tel-Aviv,,93.65687780546085,95.80437861327661,89.16932059791591,94.80834609080314,96.66919048394678
Rishon-Letion123,Rishon-Letion,,96.92038396245071,89.68796042808563,97.95394212504178,89.4700880041354,94.49780084094438
Haifa123,Haifa,,92.07272032857816,89.37351979461116,94.34909220732827,99.04492790564404,95.92873094715706
Holon123,Holon,,93.89059131476719,96.08900619251031,98.39018616309005,98.08917309367511,90.06309336174354
Ramat-Gan123,Ramat-Gan,,96.0012574333587,89.30854951960852,97.80510025452826,91.749532212552,98.98760114643441
Ariel123,Ariel,,94.52358502340172,92.67550790280174,92.08712589279617,96.62379287046694,91.47211729328798
Naharia123,Naharia,,96.99827386394863,97.54472242364831,94.72747565399938,91.11554004277687,91.24592347189726
Jerusalem123,Jerusalem,,90.98244959535691,91.69336590676625,90.39813449936952,88.46160359542904,99.4047982104122
Tel-Aviv123,Tel-Aviv,,93.08023033323002,95.42295848721085,88.18471337954463,94.33637755360343,96.36638961885103
Rishon-Letion123,Rishon-Letion,,96.64041886812805,88.75050228518433,97.76793686368194,88.51282327723862,93.99760091739387
Haifa123,Haifa,,91.35205854026708,88.4074761395758,93.83537331708538,98.9581031697935,95.5586155787168
Holon123,Holon,,93.33519052520057,95.73346130092034,98.24383945064369,97.91546155673649,89.15973821281113
Ramat-Gan123,Ramat-Gan,,95.63773538184586,88.33659947593657,97.60556391403082,90.99948968642036,98.89556488701936
Ariel123,Ariel,,94.02572911643824,92.00964498487463,91.36777370123218,96.3168649496003,90.69685522904143
Naharia123,Naharia,,96.72538966976214,97.3215153712527,94.24815525890841,90.3078618648475,90.45009833297883
Jerusalem123,Jerusalem,,90.23098706163665,91.00114639899677,89.59797904098365,87.5000705617148,99.35519806127988
Tel-Aviv123,Tel-Aviv,,92.50358286099919,95.04153836114509,87.20010616117335,93.86440901640371,96.06358875375528
Rishon-Letion123,Rishon-Letion,,96.36045377380539,87.81304414228302,97.5819316023221,87.55555855034184,93.49740099384336
Haifa123,Haifa,,90.631396751956,87.44143248454046,93.3216544268425,98.87127843394296,95.18850021027653
Holon123,Holon,,92.77978973563395,95.37791640933037,98.09749273819733,97.74175001979786,88.25638306387873
Ramat-Gan123,Ramat-Gan,,95.27421333033301,87.36464943226461,97.4060275735334,90.24944716028872,98.80352862760431
Ariel123,Ariel,,93.52787320947476,91.34378206694751,90.6484215096682,96.00993702873366,89.92159316479488
Naharia123,Naharia,,96.45250547557565,97.0983083188571,93.76883486381745,89.50018368691812,89.6542731940604
Jerusalem123,Jerusalem,,89.4795245279164,90.30892689122729,88.79782358259777,86.53853752800055,99.30559791214756
Tel-Aviv123,Tel-Aviv,,91.92693538876836,94.66011823507932,86.21549894280207,93.392440479204,95.76078788865954
Rishon-Letion123,Rishon-Letion,,96.08048867948273,86.87558599938171,97.39592634096226,86.59829382344506,92.99720107029285
Haifa123,Haifa,,89.91073496364493,86.4753888295051,92.80793553659962,98.78445369809242,94.81838484183626
Holon123,Holon,,92.22438894606734,95.0223715177404,97.95114602575097,97.56803848285924,87.35302791494632
Ramat-Gan123,Ramat-Gan,,94.91069127882017,86.39269938859266,97.20649123303596,89.49940463415709,98.71149236818925
Ariel123,Ariel,,93.03001730251128,90.6779191490204,89.92906931810421,95.70300910786702,89.14633110054834
Naharia123,Naharia,,96.17962128138916,96.87510126646148,93.28951446872648,88.69250550898875,88.85844805514196
Jerusalem123,Jerusalem,,88.72806199419614,89.61670738345781,87.9976681242119,85.5770044942863,99.25599776301524
Tel-Aviv123,Tel-Aviv,,91.35028791653752,94.27869810901356,85.23089172443079,92.92047194200428,95.45798702356379
Rishon-Letion123,Rishon-Letion,,95.80052358516006,85.9381278564804,97.20992107960242,85.64102909654828,92.49700114674233
Haifa123,Haifa,,89.19007317533385,85.50934517446976,92.29421664635673,98.69762896224188,94.448269473396
Holon123,Holon,,91.66898815650072,94.66682662615042,97.80479931330461,97.39432694592061,86.44967276601392
Ramat-Gan123,Ramat-Gan,,94.54716922730732,85.42074934492071,97.00695489253853,88.74936210802545,98.6194561087742
Ariel123,Ariel,,92.5321613955478,90.01205623109328,89.20971712654023,95.39608118700038,88.37106903630179
Naharia123,Naharia,,95.90673708720267,96.65189421406588,92.81019407363551,87.88482733105937,88.06262291622353
Jerusalem123,Jerusalem,,87.97659946047588,88.92448787568833,87.19751266582603,84.61547146057205,99.20639761388293
Tel-Aviv123,Tel-Aviv,,90.7736404443067,93.8972779829478,84.24628450605951,92.44850340480457,95.15518615846804
Rishon-Letion123,Rishon-Letion,,95.5205584908374,85.0006697135791,97.02391581824259,84.6837643696515,91.99680122319182
Haifa123,Haifa,,88.46941138702277,84.54330151943441,91.78049775611385,98.61080422639134,94.07815410495573
Holon123,Holon,,91.1135873669341,94.31128173456045,97.65845260085825,97.22061540898198,85.54631761708151
Ramat-Gan123,Ramat-Gan,,94.18364717579448,84.44879930124876,96.8074185520411,87.99931958189381,98.52741984935915
Ariel123,Ariel,,92.03430548858432,89.34619331316617,88.49036493497624,95.08915326613374,87.59580697205524
Naharia123,Naharia,,95.63385289301618,96.42868716167027,92.33087367854455,87.07714915313,87.2667977773051
Jerusalem123,Jerusalem,,87.22513692675562,88.23226836791885,86.39735720744015,83.6539384268578,99.15679746475061
Tel-Aviv123,Tel-Aviv,,90.19699297207586,93.51585785688204,83.26167728768823,91.97653486760485,94.8523852933723
Rishon-Letion123,Rishon-Letion,,95.24059339651474,84.0632115706778,96.83791055688275,83.72649964275472,91.49660129964131
Haifa123,Haifa,,87.7487495987117,83.57725786439906,91.26677886587096,98.5239794905408,93.70803873651546
Holon123,Holon,,90.55818657736748,93.95573684297048,97.5121058884119,97.04690387204336,84.64296246814911
Ramat-Gan123,Ramat-Gan,,93.82012512428163,83.4768492575768,96.60788221154367,87.24927705576218,98.4353835899441
Ariel123,Ariel,,91.53644958162084,88.68033039523905,87.77101274341226,94.7822253452671,86.8205449078087
Naharia123,Naharia,,95.3609686988297,96.20548010927466,91.85155328345358,86.26947097520062,86.47097263838667
Jerusalem123,Jerusalem,,86.47367439303537,87.54004886014937,85.59720174905428,82.69240539314356,99.1071973156183
Tel-Aviv123,Tel-Aviv,,89.62034549984503,93.13443773081627,82.27707006931695,91.50456633040514,94.54958442827655
Rishon-Letion123,Rishon-Letion,,94.96062830219208,83.12575342777649,96.65190529552291,82.76923491585794,90.9964013760908
Haifa123,Haifa,,87.02808781040062,82.61121420936371,90.75305997562808,98.43715475469025,93.3379233680752
Holon123,Holon,,90.00278578780086,93.60019195138051,97.36575917596554,96.87319233510473,83.7396073192167
Ramat-Gan123,Ramat-Gan,,93.45660307276879,82.50489921390485,96.40834587104624,86.49923452963054,98.34334733052904
Ariel123,Ariel,,91.03859367465736,88.01446747731194,87.05166055184827,94.47529742440045,86.04528284356215
Naharia123,Naharia,,95.0880845046432,95.98227305687905,91.37223288836262,85.46179279727124,85.67514749946824
Jerusalem123,Jerusalem,,85.72221185931511,86.84782935237989,84.7970462906684,81.73087235942931,99.05759716648598
Tel-Aviv123,Tel-Aviv,,89.0436980276142,92.75301760475051,81.29246285094567,91.03259779320543,94.2467835631808
Rishon-Letion123,Rishon-Letion,,94.68066320786942,82.18829528487518,96.46590003416307,81.81197018896115,90.49620145254029
Haifa123,Haifa,,86.30742602208954,81.64517055432836,90.23934108538519,98.35033001883971,92.96780799963493
Holon123,Holon,,89.44738499823424,93.24464705979054,97.21941246351918,96.6994807981661,82.8362521702843
Ramat-Gan123,Ramat-Gan,,93.09308102125594,81.5329491702329,96.2088095305488,85.7491920034989,98.25131107111399
Ariel123,Ariel,,90.54073776769388,87.34860455938482,86.33230836028429,94.16836950353381,85.2700207793156
Naharia123,Naharia,,94.81520031045672,95.75906600448344,90.89291249327165,84.65411461934187,84.8793223605498
Jerusalem123,Jerusalem,,84.97074932559485,86.15560984461041,83.99689083228253,80.76933932571507,99.00799701735366
Tel-Aviv123,Tel-Aviv,,88.46705055538337,92.37159747868475,80.30785563257439,90.56062925600571,93.94398269808505
Rishon-Letion123,Rishon-Letion,,94.40069811354675,81.25083714197388,96.27989477280323,80.85470546206437,89.99600152898978
Haifa123,Haifa,,85.58676423377847,80.67912689929301,89.72562219514231,98.26350528298917,92.59769263119466
Holon123,Holon,,88.89198420866762,92.88910216820057,97.07306575107282,96.52576926122748,81.93289702135189
Ramat-Gan123,Ramat-Gan,,92.7295589697431,80.56099912656094,96.00927319005137,84.99914947736727,98.15927481169894
Ariel123,Ariel,,90.0428818607304,86.68274164145771,85.6129561687203,93.86144158266717,84.49475871506905
Naharia123,Naharia,,94.54231611627023,95.53585895208784,90.41359209818069,83.8464364414125,84.08349722163138
Jerusalem123,Jerusalem,,84.2192867918746,85.46339033684093,83.19673537389666,79.80780629200082,98.95839686822134
Tel-Aviv123,Tel-Aviv,,87.89040308315253,91.99017735261899,79.3232484142031,90.088660718806,93.6411818329893
Rishon-Letion123,Rishon-Letion,,94.12073301922409,80.31337899907257,96.0938895114434,79.89744073516759,89.49580160543927
Haifa123,Haifa,,84.86610244546739,79.71308324425766,89.21190330489942,98.17668054713863,92.2275772627544
Holon123,Holon,,88.336583419101,92.5335572766106,96.92671903862646,96.35205772428885,81.02954187241949
Ramat-Gan123,Ramat-Gan,,92.36603691823025,79.58904908288899,95.80973684955394,84.24910695123563,98.06723855228388
Ariel123,Ariel,,89.54502595376692,86.0168787235306,84.89360397715632,93.55451366180053,83.7194966508225
Naharia123,Naharia,,94.26943192208374,95.31265189969223,89.93427170308972,83.03875826348312,83.28767208271294
Jerusalem123,Jerusalem,,83.46782425815434,84.77117082907145,82.39657991551078,78.84627325828657,98.90879671908903
Tel-Aviv123,Tel-Aviv,,87.3137556109217,91.60875722655322,78.33864119583183,89.61669218160628,93.33838096789356
Rishon-Letion123,Rishon-Letion,,93.84076792490143,79.37592085617126,95.90788425008355,78.94017600827081,88.99560168188876
Haifa123,Haifa,,84.14544065715631,78.74703958922231,88.69818441465654,98.08985581128809,91.85746189431413
Holon123,Holon,,87.78118262953438,92.17801238502062,96.7803723261801,96.17834618735023,80.12618672348708
Ramat-Gan123,Ramat-Gan,,92.0025148667174,78.61709903921704,95.61020050905651,83.499064425104,97.97520229286883
Ariel123,Ariel,,89.04717004680344,85.35101580560348,84.17425178559233,93.24758574093389,82.94423458657596
Naharia123,Naharia,,93.99654772789725,95.08944484729662,89.45495130799875,82.23108008555374,82.49184694379451
Jerusalem123,Jerusalem,,82.71636172443408,84.07895132130197,81.59642445712491,77.88474022457233,98.85919656995671
Tel-Aviv123,Tel-Aviv,,86.73710813869087,91.22733710048746,77.35403397746055,89.14472364440657,93.03558010279781
Rishon-Letion123,Rishon-Letion,,93.56080283057877,78.43846271326996,95.72187898872372,77.98291128137403,88.49540175833825
Haifa123,Haifa,,83.42477886884524,77.78099593418696,88.18446552441365,98.00303107543755,91.48734652587386
Holon123,Holon,,87.22578183996777,91.82246749343065,96.63402561373374,96.0046346504116,79.22283157455468
Ramat-Gan123,Ramat-Gan,,91.63899281520456,77.64514899554509,95.41066416855908,82.74902189897236,97.88316603345378
Ariel123,Ariel,,88.54931413983996,84.68515288767637,83.45489959402835,92.94065782006724,82.16897252232941
Naharia123,Naharia,,93.72366353371076,94.86623779490101,88.97563091290779,81.42340190762437,81.69602180487608
Jerusalem123,Jerusalem,,81.96489919071382,83.38673181353249,80.79626899873904,76.92320719085808,98.80959642082439
Tel-Aviv123,Tel-Aviv,,86.16046066646004,90.8459169744217,76.36942675908927,88.67275510720685,92.73277923770206
Rishon-Letion123,Rishon-Letion,,93.2808377362561,77.50100457036865,95.53587372736388,77.02564655447725,87.99520183478774
Haifa123,Haifa,,82.70411708053416,76.81495227915161,87.67074663417077,97.916206339587,91.1172311574336
Holon123,Holon,,86.67038105040115,91.46692260184068,96.48767890128738,95.83092311347298,78.31947642562227
Ramat-Gan123,Ramat-Gan,,91.27547076369171,76.67319895187313,95.21112782806165,81.99897937284072,97.79112977403872
Ariel123,Ariel,,88.05145823287648,84.01928996974925,82.73554740246436,92.6337298992006,81.39371045808286
Naharia123,Naharia,,93.45077933952427,94.6430307425054,88.49631051781682,80.61572372969499,80.90019666595765
Jerusalem123,Jerusalem,,81.21343665699357,82.69451230576301,79.99611354035316,75.96167415714383,98.75999627169207
Tel-Aviv123,Tel-Aviv,,85.58381319422921,90.46449684835594,75.38481954071798,88.20078657000714,92.42997837260631
Rishon-Letion123,Rishon-Letion,,93.00087264193344,76.56354642746734,95.34986846600404,76.06838182758047,87.49500191123722
Haifa123,Haifa,,81.98345529222308,75.84890862411626,87.15702774392788,97.82938160373646,90.74711578899333
Holon123,Holon,,86.11498026083453,91.11137771025071,96.34133218884102,95.65721157653435,77.41612127668986
Ramat-Gan123,Ramat-Gan,,90.91194871217887,75.70124890820118,95.01159148756422,81.24893684670909,97.69909351462367
Ariel123,Ariel,,87.553602325913,83.35342705182214,82.01619521090038,92.32680197833396,80.61844839383632
Naharia123,Naharia,,93.17789514533779,94.4198236901098,88.01699012272586,79.80804555176562,80.10437152703922
Jerusalem123,Jerusalem,,80.46197412327331,82.00229279799353,79.19595808196729,75.00014112342959,98.71039612255976
Tel-Aviv123,Tel-Aviv,,85.00716572199838,90.08307672229017,74.4002123223467,87.72881803280742,92.12717750751057
Rishon-Letion123,Rishon-Letion,,92.72090754761078,75.62608828456604,95.1638632046442,75.11111710068369,86.99480198768671
Haifa123,Haifa,,81.26279350391201,74.88286496908091,86.643308853685,97.74255686788592,90.37700042055306
Holon123,Holon,,85.55957947126791,90.75583281866074,96.19498547639466,95.48350003959573,76.51276612775746
Ramat-Gan123,Ramat-Gan,,90.54842666066602,74.72929886452923,94.81205514706679,80.49889432057745,97.60705725520862
Ariel123,Ariel,,87.05574641894952,82.68756413389502,81.2968430193364,92.01987405746732,79.84318632958977
Naharia123,Naharia,,92.9050109511513,94.19661663771419,87.53766972763489,79.00036737383624,79.30854638812079
Jerusalem123,Jerusalem,,79.71051158955305,81.31007329022405,78.39580262358142,74.03860808971534,98.66079597342744
Tel-Aviv123,Tel-Aviv,,84.43051824976754,89.70165659622441,73.41560510397542,87.25684949560771,91.82437664241482
Rishon-Letion123,Rishon-Letion,,92.44094245328812,74.68863014166473,94.97785794328436,74.1538523737869,86.4946020641362
Haifa123,Haifa,,80.54213171560093,73.91682131404556,86.12958996344211,97.65573213203538,90.00688505211279
Holon123,Holon,,85.00417868170129,90.40028792707076,96.0486387639483,95.3097885026571,75.60941097882505
Ramat-Gan123,Ramat-Gan,,90.18490460915318,73.75734882085727,94.61251880656935,79.74885179444581,97.51502099579356
Ariel123,Ariel,,86.55789051198605,82.02170121596791,80.57749082777241,91.71294613660068,79.06792426534322
Naharia123,Naharia,,92.63212675696481,93.97340958531858,87.05834933254393,78.19268919590687,78.51272124920236
Jerusalem123,Jerusalem,,78.95904905583279,80.61785378245457,77.59564716519554,73.07707505600109,98.61119582429512
Tel-Aviv123,Tel-Aviv,,83.85387077753671,89.32023647015865,72.43099788560414,86.784880958408,91.52157577731907
Rishon-Letion123,Rishon-Letion,,92.16097735896545,73.75117199876343,94.79185268192452,73.19658764689012,85.99440214058569
Haifa123,Haifa,,79.82146992728985,72.95077765901021,85.61587107319923,97.56890739618484,89.63676968367253
Holon123,Holon,,84.44877789213467,90.04474303548079,95.90229205150195,95.13607696571847,74.70605582989265
Ramat-Gan123,Ramat-Gan,,89.82138255764033,72.78539877718532,94.41298246607192,78.99880926831418,97.42298473637851
Ariel123,Ariel,,86.06003460502257,81.3558382980408,79.85813863620842,91.40601821573404,78.29266220109668
Naharia123,Naharia,,92.35924256277832,93.75020253292297,86.57902893745296,77.38501101797749,77.71689611028393
Jerusalem123,Jerusalem,,78.20758652211254,79.9256342746851,76.79549170680967,72.11554202228685,98.5615956751628
Tel-Aviv123,Tel-Aviv,,83.27722330530588,88.93881634409288,71.44639066723286,86.31291242120828,91.21877491222332
Rishon-Letion123,Rishon-Letion,,91.88101226464279,72.81371385586212,94.60584742056469,72.23932291999334,85.49420221703518
Haifa123,Haifa,,79.10080813897878,71.98473400397486,85.10215218295635,97.4820826603343,89.26665431523226
Holon123,Holon,,83.89337710256805,89.68919814389082,95.75594533905559,94.96236542877985,73.80270068096024
Ramat-Gan123,Ramat-Gan,,89.45786050612749,71.81344873351337,94.21344612557449,78.24876674218254,97.33094847696346
Ariel123,Ariel,,85.56217869805909,80.68997538011368,79.13878644464444,91.0990902948674,77.51740013685013
Naharia123,Naharia,,92.08635836859183,93.52699548052736,86.099708542362,76.57733284004811,76.9210709713655
Jerusalem123,Jerusalem,,77.45612398839228,79.23341476691562,75.9953362484238,71.1540089885726,98.51199552603049
Tel-Aviv123,Tel-Aviv,,82.70057583307505,88.55739621802712,70.46178344886158,85.84094388400857,90.91597404712758
Rishon-Letion123,Rishon-Letion,,91.60104717032013,71.87625571296081,94.41984215920485,71.28205819309656,84.99400229348467
Haifa123,Haifa,,78.3801463506677,71.01869034893951,84.58843329271346,97.39525792448376,88.89653894679199
Holon123,Holon,,83.33797631300143,89.33365325230085,95.60959862660923,94.78865389184122,72.89934553202784
Ramat-Gan123,Ramat-Gan,,89.09433845461464,70.84149868984142,94.01390978507706,77.4987242160509,97.2389122175484
Ariel123,Ariel,,85.0643227910956,80.02411246218657,78.41943425308045,90.79216237400075,76.74213807260358
Naharia123,Naharia,,91.81347417440534,93.30378842813175,85.62038814727103,75.76965466211874,76.12524583244706
Jerusalem123,Jerusalem,,76.70466145467202,78.54119525914614,75.19518079003792,70.19247595485835,98.46239537689817
Tel-Aviv123,Tel-Aviv,,82.12392836084422,88.17597609196136,69.4771762304903,85.36897534680885,90.61317318203183
Rishon-Letion123,Rishon-Letion,,91.32108207599747,70.9387975700595,94.23383689784501,70.32479346619978,84.49380236993416
Haifa123,Haifa,,77.65948456235662,70.05264669390417,84.07471440247058,97.30843318863322,88.52642357835173
Holon123,Holon,,82.78257552343482,88.97810836071088,95.46325191416287,94.6149423549026,71.99599038309543
Ramat-Gan123,Ramat-Gan,,88.7308164031018,69.86954864616946,93.81437344457963,76.74868168991927,97.14687595813335
Ariel123,Ariel,,84.56646688413213,79.35824954425945,77.70008206151647,90.48523445313411,75.96687600835703
Naharia123,Naharia,,91.54058998021885,93.08058137573614,85.14106775218006,74.96197648418936,75.32942069352863
